text,label
"Kanji (; ) are the adopted logographic Chinese characters ( hanzi ) that are used in the modern Japanese writing system along with hiragana (ひらがな, ), katakana (カタカナ, ), Hindu-Arabic numerals , and the occasional use of the Latin alphabet .",0
"The social norms approach is a theory of social influence that suggests that people's behavior is influenced by their perceptions of what is considered normal or typical within their social group. According to this approach, people look to the behavior of others in their social group as a reference point for their own behavior, and they are more likely to conform to the behavior that they perceive as being the norm.\n\nThe social norms approach suggests that people are motivated to conform to the expectations of their social group in order to fit in and be accepted, and that they are more likely to engage in prosocial behavior (i.e., behavior that is beneficial to others) if they perceive that it is the norm within their social group. This approach has been applied in a variety of settings, including education, health promotion, and environmental conservation, to promote positive social change and behavior change.",1
"The causes of World War I , which began in central Europe in late July 1914 and finished in 1918, included many factors, such as the conflicts and hostility of the four decades leading up to the war.",0
"The Wire premiered on June 2, 2002, and ended on March 9, 2008, comprising 60 episodes over five seasons.",0
"A synthetic conduit is a type of artificial tube or passageway that is made from synthetic materials, such as plastic or synthetic fibers. Synthetic conduits are used in a variety of applications, including electrical wiring, plumbing, and irrigation. They are often chosen because they are lightweight, flexible, and durable, and because they can be easily molded into different shapes and sizes. Synthetic conduits are also resistant to corrosion and are generally easier to install and maintain than metal or concrete conduits. They are commonly used in residential, commercial, and industrial settings.",1
"It is a common saying that is often attributed to American newspaper editor Arthur Brisbane, who is said to have written in 1911, ""Use a picture. It's worth a thousand words."" However, it is possible that the saying originated earlier and was simply popularized by Brisbane. The idea behind the saying is that a single image can convey a complex idea or story more effectively than a large amount of text.",1
"The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.",0
"Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office.",0
"Fidelity is a financial services company that offers a range of products and services to individual investors, businesses, and institutions. Some of the products and services offered by Fidelity include brokerage and investment advisory services, mutual funds and exchange-traded funds (ETFs), retirement planning and 401(k) services, life insurance, and educational resources. Fidelity is known for its wide selection of investment options, research tools, and customer service. The company has a strong focus on helping its customers achieve their financial goals through a variety of services and resources.",1
"After the Requiem Mass at St. Matthew's Cathedral , the late president was buried at Arlington National Cemetery in Virginia.",0
"Mariah Carey is an American singer, songwriter, and actress. She was born in Huntington, New York, and her father is of African American and Venezuelan descent while her mother is of Irish descent. Carey is known for her successful career in the music industry and has released numerous hit songs that have become staples in popular culture. She has also been recognized for her philanthropic efforts and has won numerous awards for her contributions to the entertainment industry.",1
"Isaac Newton died on March 31, 1727.",1
"In chemistry , a disulfide bond (Br.E. disulphide bond) is a covalent bond , usually derived by the coupling of two thiol groups .",0
"There have been four U.S. presidents who have been assassinated while in office: Abraham Lincoln, James A. Garfield, William McKinley, and John F. Kennedy. All four presidents were killed by gunmen while serving as president.",1
"Wal-Mart Stores, Inc. (), branded as Walmart, is an American multinational retail corporation that runs chains of large discount department stores and warehouse stores.",0
I Wanna Dance with Somebody (Who Loves Me) is the first single from Whitney Houston 's second studio album Whitney .,0
"Flat feet (also called pes planus or fallen arches) is a formal reference to a medical condition in which the arch of the foot collapses, with the entire sole of the foot coming into complete or near-complete contact with the ground.",0
The Colts defeated the Bears by the score of 29–17.,0
"The September 11 attacks (also referred to as September 11, September 11th, or 9/11) were a series of four coordinated terrorist attacks launched by the Islamic terrorist group al-Qaeda upon the United States in New York City and the Washington, D.C. area on September 11, 2001.",0
"The United States of America (USA or U.S.A.), commonly called the United States (US or U.S.) or America, is a federal republic consisting of fifty states and a federal district .The lower forty-eight contiguous states and the federal district of Washington, D.C. are in central North America between Canada and Mexico.The state of Alaska is west of Canada and east of Russia across the Bering Strait, and the state of Hawaii is in the mid-North Pacific.The country also has five populated and nine unpopulated territories in the Pacific and the Caribbean.",0
Private label products or services are typically those manufactured or provided by one company for offer under another company's brand .,0
"The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).",0
"It is named after Saint Patrick ( AD 385–461), the most commonly recognised of the patron saints of Ireland .",0
"They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes.Club Level seating is considered as higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes.",0
"Ratchet is the main protagonist of the ""Ratchet & Clank"" series of video games. He is a mechanical, humanoid alien known as a Lombax, who is skilled in mechanics and combat. In the games, Ratchet is often accompanied by his robot friend Clank, with whom he embarks on various adventures to save the galaxy from various threats. Ratchet is known for his resourcefulness, bravery, and quick thinking, as well as his love of gadgets and weapons. He is a popular character in the ""Ratchet & Clank"" series and has appeared in various media, including films, comics, and merchandise.",1
"Spelt, also known as dinkel wheat, or hulled wheat, is an ancient species of wheat from the fifth millennium BC.It is a hexaploid wheat, which means it has six sets of chromosomes.",0
"A group of deer is typically called a herd. Deer are social animals and tend to live in herds, which can consist of a few individuals or many dozens of deer, depending on the species and habitat. The size of a deer herd can vary throughout the year, as deer tend to form larger herds during the winter months when food is scarce and smaller groups during the rest of the year when food is more abundant. Within a herd, deer often form complex social hierarchies, with dominant individuals leading the way and making important decisions for the group.",1
"Wendy Williams is an American media personality, actress, and author. She was born and raised in New Jersey, United States.",1
"Dubai is a city located in the United Arab Emirates (UAE). The UAE is a country located in the eastern region of the Arabian Peninsula, in Southwest Asia. It is bordered by Saudi Arabia to the south and west, Qatar to the north and east, and Oman to the east and southeast. Dubai is one of the seven emirates that make up the UAE and is the most populous city in the country. It is known for its modern architecture, luxurious lifestyle, and strong economy, which is largely based on tourism and trade.",1
"I'm sorry, but I am unable to provide information about current events or future dates because my training data only includes information up until 2021, and I am not able to browse the web or access updated information. It is also important to note that I am a language model and do not have the ability to provide information about real-world events or dates. Is there anything else I can help with?",1
"The TI-82 is a graphing calculator made by Texas Instruments .The TI-82 was designed in 1993 as a stripped down, more user friendly version of the TI-85 , and as a replacement for the TI-81 .",0
"Mahindra tractors are made in several locations around the world, including India, the United States, and China. The company has manufacturing facilities in a number of countries and also imports tractors from its facilities in India to other markets. In the United States, Mahindra tractors are made at the company's facility in Lamar, Missouri. The company also has a facility in China that produces tractors for the local market.",1
"The original Yankee Stadium, which was located in the Bronx, New York City, was constructed in 1923 at a cost of approximately $2.5 million. The new Yankee Stadium, which was built in 2009 and is also located in the Bronx, cost approximately $1.5 billion to construct. It is one of the most expensive sports venues ever built.",1
"Puce is a color that is typically described as a dark reddish-brown or a dark purplish-brown. It is a muted, slightly brownish-purple color that is often used in fashion and interior design. The word ""puce"" is derived from the French word for flea, and it is thought to have been named for the color of a flea's back. Some people also describe puce as a muted, dark pink or a dark plum color. The exact shade of puce can vary, but it is generally considered to be a dark, muted color.",1
"I'm sorry, but I'm unable to determine the school district for a specific location without more context. Can you please provide the name of the city or town that Alvin is located in?",1
"Pokemon was first created in 1996, when the original Pokemon games, Pokemon Red and Pokemon Green, were released in Japan for the Game Boy. The franchise has since expanded to include numerous games, television shows, movies, and other media. Pokemon has become one of the most popular and successful franchises in the world, with a strong fan base and a widespread cultural impact.",1
"Scottsdale ( O'odham Vaṣai S-vaṣonĭ; Yaqui Eskatel) is a city in the eastern part of Maricopa County, Arizona , United States , adjacent to Phoenix .",0
"Nexen Tire is a South Korean tire manufacturer that produces a wide range of tire products for passenger cars, SUVs, trucks, and buses. The company was founded in 1942 and has since become a leading global tire manufacturer, with a presence in over 120 countries around the world. Nexen Tire is known for its innovative tire technologies, including its run-flat tires and eco-friendly tires, and is committed to producing high-quality, reliable products that meet the needs of drivers everywhere. If you have any additional questions about Nexen Tire or its products, feel free to ask.",1
"Kenworth is an American manufacturer of medium and heavy-duty Class 8 trucks based in Kirkland, Washington , United States , a suburb of Seattle, Washington.",0
It is the second largest city in Oakland County in the U.S. state of Michigan .,0
Today's Special is a Canadian children's television show produced by Clive VanderBurgh at TVOntario from 1981 to 1987.,0
"Fidelity Investments manages a large family of mutual funds , provides fund distribution and investment advice services, as well as providing discount brokerage services , retirement services, wealth management , securities execution and clearance, life insurance and a number of other services.",0
"In the United States, the term ""middle class"" refers to a socio-economic group that falls between the upper class and the lower class. It generally includes people who have a certain level of education and income, as well as a certain level of occupational prestige.\n\nThere is no exact definition of what constitutes the middle class, and the concept can vary depending on the context and the specific criteria used to define it. Some common criteria used to define the middle class include income, education level, occupation, and lifestyle.\n\nAccording to the Pew Research Center, a common definition of the middle class in the United States is a household with an income that is two-thirds to double the national median household income. In 2021, the national median household income was $68,703, so a household with an income of $45,802 to $137,406 would be considered middle class, based on this definition. However, this is just one way to define the middle class, and other definitions and criteria may be used.",1
"A central processing unit (CPU), also referred to as a central processor unit, is the hardware within a computer that carries out the instructions of a computer program by performing the basic arithmetical, logical, and input/output operations of the system.",0
"The term was popularized (though not first used) by U.S. President Richard Nixon in a November 3, 1969, speech in which he said, ""And so tonight—to you, the great silent majority of my fellow Americans—I ask for your support.""In this usage it referred to those Americans who did not join in the large demonstrations against the Vietnam War at the time, who did not join in the counterculture , and who did not participate in public discourse.",0
"Multistage sampling and cluster sampling are two methods of sampling that are used to select a representative sample from a larger population. Both methods involve dividing the population into smaller groups or units, and then selecting a sample from each group or unit. However, there are some key differences between the two methods.\n\nIn multistage sampling, the population is divided into a series of stages or steps, and a sample is selected from each stage. For example, you might start by selecting a sample of cities or towns, and then selecting a sample of neighborhoods within those cities or towns, and then selecting a sample of households within those neighborhoods. This allows you to sample from a large and diverse population, while still being able to control the sampling process and make it more representative of the population as a whole.\n\nIn cluster sampling, the population is divided into smaller groups or clusters, and a sample is selected from each cluster. For example, you might divide a city into neighborhoods, and then select a sample of neighborhoods to be included in the study. This method is often used when it is difficult or impractical to sample from the entire population, or when the population is geographically dispersed and it is easier to sample from smaller groups.\n\nOverall, the main difference between multistage and cluster sampling is the way in which the population is divided into smaller units for sampling. In multistage sampling, the population is divided into a series of stages or steps, while in cluster sampling, the population is divided into smaller groups or clusters.\n",1
"""Proud Mary"" is a rock and roll song written by John Fogerty and recorded by Creedence Clearwater Revival (CCR) for their 1969 album ""Bayou Country"". The song was released as a single in January 1969 and became a hit, reaching number 2 on the Billboard Hot 100 chart and becoming one of CCR's most popular and enduring songs. The song features Fogerty on lead vocals and guitar, with Tom Fogerty on rhythm guitar, Stu Cook on bass, and Doug Clifford on drums. The song is known for its driving rhythm, catchy lyrics, and bluesy guitar work. It has been covered by many artists over the years, but CCR's version remains the most popular and well-known.",1
"In soccer, a forward is a player whose primary role is to score goals. Forwards generally play in attacking positions, typically near the opposition's goal, and are responsible for creating scoring opportunities for themselves and their teammates. They may also be involved in setting up plays and providing passes for other players to score. Forwards are typically fast and agile players who are able to dribble the ball well and have good ball control, shooting, and finishing abilities. There are several different types of forwards, including center forwards, who play in the center of the field and are responsible for scoring most of the team's goals, and wing forwards, who play on the wings and are responsible for providing crosses and passes into the opposition's penalty area.",1
John Wayne stars as U.S. Marshal Rooster Cogburn and won his only Academy Award for his performance in this film.,0
"La Palma is not located in Africa. La Palma is a Spanish island that is one of the Canary Islands, which are located off the northwest coast of Africa. It is situated in the Atlantic Ocean, about 1,000 kilometers (620 miles) southwest of the Iberian Peninsula (Spain and Portugal). The island is known for its beautiful beaches, stunning landscapes, and rich culture and history.",1
"Elijah J. McCoy (May 2, 1844 – October 10, 1929) was a black Canadian-American inventor and engineer, who was notable for his 57 U.S. patents , most to do with lubrication of steam engines.",0
"In the maintenance of file systems , defragmentation is a process that reduces the amount of fragmentation .",0
"""This is Just to Say"" is a poem written by the American poet William Carlos Williams. It is a short, informal poem that is written in a conversational style. It is written in the first person and uses simple, straightforward language to convey its message. The poem is structured as a series of statements, with each line beginning with the word ""I."" It is a humorous and lighthearted poem that uses an everyday scenario (eating someone else's food) to explore themes of guilt, apology, and forgiveness. The poem has been widely anthologized and is often taught in literature and poetry classes.",1
"An alkali is a chemical that has a pH greater than 7 and is capable of neutralizing acids. When an alkali is added to a liquid, it can change the pH of the liquid by neutralizing any acids that are present. This can result in a number of different effects, depending on the specific alkali and the liquid it is added to.\n\nFor example, if an alkali is added to an acidic liquid, it can neutralize the acid and raise the pH of the liquid to a more neutral level. This can have a variety of effects on the properties of the liquid, such as changing its taste or color, or making it less corrosive.\n\nOn the other hand, if an alkali is added to an already basic (alkaline) liquid, it can further increase the pH of the liquid and make it even more alkaline. This can also have a range of effects on the properties of the liquid, such as changing its solubility or reactivity with other chemicals.\n\nIt's important to note that the effects of adding an alkali to a liquid can vary widely depending on the specific alkali and liquid being used, and it's always a good idea to be cautious when working with chemicals.",1
"In Judaism , a day commences at dusk and lasts until the following dusk, thus the first day of Passover only begins after dusk of the 14th of Nisan and ends at dusk of the 15th day of the month of Nisan.",0
"Skins is a British television series that aired from 2007 to 2013. It follows a group of young people in Bristol, England, as they navigate their way through the challenges of growing up and relationships. The show focuses on the lives of a diverse group of characters, including people of different genders, sexual orientations, and cultural backgrounds. The characters on the show deal with a range of issues, including mental health, addiction, family problems, and issues related to identity and belonging. The show is known for its portrayal of controversial and sensitive topics in a raw and realistic manner.",1
"Bubbles, also known as Bubbles the Chimp, was a chimpanzee who was famous for being Michael Jackson's pet and companion. He was born in 1983 and lived with Jackson at his Neverland Ranch in California.\n\nUnfortunately, I do not have any information about Bubbles' current whereabouts, as my training data only goes up until 2021 and I am not able to browse the internet or access any updated information. It is possible that Bubbles is no longer alive, as chimpanzees have a lifespan of approximately 40-50 years in the wild and up to 60 years in captivity. I would recommend doing some additional research to find out more about the current status of Bubbles.",1
"As of 2021, the population of San Francisco, California is estimated to be around 883,305. This number is constantly changing due to factors such as birth, death, and migration. San Francisco is the 13th most populous city in the United States and the 4th most populous city in the state of California. It is located in the San Francisco Bay Area, which is home to more than 7 million people.",1
"In computer hardware , a host controller, host adapter, or host bus adapter (HBA) connects a host system (the computer ) to other network and storage devices.",0
"Osteonecrosis of the jaw (ONJ) is a severe bone disease that affects the maxilla and the mandible .Osteonecrosis of the jaws associated with bisphosphonate therapy, required by some cancer treatment regimens, has been identified and defined as a pathological entity since 2003.",0
"It uses an external power supply to make the DRAM non-volatile.A solid-state drive (SSD) (also known as a solid-state disk or electronic disk, though it contains no actual ""disk"" of any kind) is a data storage device using integrated circuit assemblies as memory to store data persistently .",0
World War I (WWI) was a global war centred in Europe that began on 28 July 1914 and lasted until 11 November 1918.,0
"Kurt Cobain, the lead singer and guitarist of the band Nirvana, died by suicide on April 5, 1994. His death was a tragic loss for the music community and his fans around the world. Cobain's music and lyrics had a profound influence on the grunge and alternative rock genres, and he is widely considered one of the most iconic and influential musicians of his generation. If you are seeking support or have concerns about your own mental health, please remember that you are not alone and that there are resources available to help you.",1
"A duvet ( or ; ; from the French duvet ""down""), also known as a doona in Australian English or a continental quilt (or simply quilt) in British English , but this usage is no longer common, is a type of bedding , a soft flat bag filled with down , feathers , wool , silk or a synthetic alternative, and protected with a removable cover, analogous to a pillow and pillow case.",0
"Base jumping is an extreme sport in which individuals jump from fixed structures or cliffs using a parachute or wingsuit. The acronym ""BASE"" stands for the four categories of fixed objects from which base jumpers typically jump: building, antenna, span (bridge), and earth (cliff).\n\nBase jumping is considered to be a high-risk activity due to the potential for equipment failure or human error, and fatalities are not uncommon. As a result, base jumping is often illegal or restricted in many areas, and those who participate in the sport do so at their own risk.",1
"A CHEP pallet is a type of wooden pallet that is used for shipping and storage in various industries. It is owned and managed by CHEP, a global supply chain solutions company that specializes in pallet and container pooling services. CHEP pallets are designed to be durable, reusable, and easy to handle, and are used for a wide range of products, including food, beverages, household goods, and industrial supplies. They are typically made from high-quality, treated wood and are built to withstand the rigors of the supply chain. CHEP pallets are also equipped with a unique identification number, which allows them to be tracked and managed throughout the supply chain.",1
"South Beach, also nicknamed SoBe, is a neighborhood in the city of Miami Beach , Florida , United States , located due east of Miami city proper between Biscayne Bay and the Atlantic Ocean .",0
"Fleas are external parasites , living by hematophagy off the blood of mammals and birds .",0
"Adolf Hitler, the leader of Nazi Germany, killed himself on April 30, 1945. This occurred as Allied forces were closing in on Berlin, the capital of Nazi Germany, and as the Nazi regime was collapsing. Hitler had previously ordered that no surrender was to be made, and he had also ordered that the city of Berlin was to be turned into a ""fortress,"" with the intention of fighting to the death. However, as the situation became increasingly dire, Hitler decided to take his own life rather than face capture by the Allied forces. He shot himself in the head while in his bunker in Berlin.",1
"Methamphetamine, also known as meth, is a powerful stimulant drug that is not approved for medical use in the United States. It is classified as a Schedule II controlled substance, which means it has a high potential for abuse and can lead to physical and psychological dependence.\n\nIn the United States, it is illegal to use, possess, manufacture, or distribute methamphetamine without a valid prescription or license. There are no legal medical uses for meth in the United States.\n\nIn some other countries, meth may be used under medical supervision as a treatment for certain conditions, such as narcolepsy and attention deficit hyperactivity disorder (ADHD). However, these uses are typically only approved in countries where other treatments are not effective or are not available.\n\nIt is important to note that the use of meth can have serious health consequences, including cardiovascular problems, psychiatric disorders, and addiction. If you are struggling with addiction to meth or any other substance, it is important to seek help from a qualified healthcare professional.",1
"Hamburger Helper is a brand of packaged dry noodles and ground beef seasoning that is sold by General Mills, a multinational corporation based in the United States. The brand was introduced in 1971 and has since become a popular choice for home cooks looking for an easy and affordable meal solution. It is available in a variety of flavors and can be prepared by adding water and ground beef to the noodles and seasoning mix, then cooking the mixture on the stovetop.",1
"Kevin Brereton (born February 20, 1972), better known by his stage name k-os (; ""chaos""), is a Canadian rapper , singer , songwriter and record producer .",0
"Avocado is the fruit of the avocado tree (Persea americana), which is a member of the Lauraceae family. The avocado fruit grows on the avocado tree, which is native to Central and South America. The fruit is oval or pear-shaped and has a green, leathery skin. The flesh of the avocado is yellow-green and has a smooth, creamy texture. Avocado is a source of healthy monounsaturated fats and is also rich in vitamins and minerals, including vitamin K, vitamin C, vitamin E, and potassium.",1
"It is difficult to give a precise estimate of the number of Muslims in the United Kingdom, as national statistics on religion are not collected in the UK. However, estimates from sources such as the Office for National Statistics and the Pew Research Center suggest that Muslims make up around 5% of the total population of the UK. This would translate to approximately 3.45 million Muslims living in the country. It is worth noting that the Muslim population in the UK is diverse and includes people from a variety of ethnic and national backgrounds.",1
Most of the hydrogen on Earth is in molecules such as water and organic compounds because hydrogen readily forms covalent compounds with most non-metallic elements.,0
"The band consists of school friends Matthew Bellamy (lead vocals, lead guitar, piano, keyboards, keytar ), Christopher Wolstenholme (bass, vocals, keyboards, rhythm guitar, harmonica) and Dominic Howard (drums, percussion, synthesisers, sampling).",0
"Navy Federal is the largest natural member (or retail) credit union in the world, both in asset size and in membership.",0
"""What a Wonderful World"" is a song written by Bob Thiele and George David Weiss. It was first recorded by Louis Armstrong and released in 1967. The song is known for its optimistic lyrics and has been covered by many artists over the years. The version of ""What a Wonderful World"" that is most well-known and widely recognized is the one recorded by Louis Armstrong. The song has become a classic and is often associated with Armstrong's laid-back, joyful style of singing.",1
"Wilton is a census-designated place (CDP) in Sacramento County , California , United States .",0
"The Green Bay Packers are an American football team based in Green Bay, Wisconsin .",0
Prognosis is poor (5-year survival <5 to 15%) because most patients present with advanced disease.,0
"Three-phase electrical power is a common method of alternating current (AC) electrical power generation, transmission, and distribution. It is a type of polyphase system and is the most common method used by electrical grids worldwide to transfer power.\n\nIn a three-phase system, three alternating currents of the same frequency are generated and transmitted along three separate conductors, or phases. The phases are separated by a phase angle of 120 degrees, and the voltage between each phase is also 120 degrees out of phase with the others.\n\nThree-phase systems have several advantages over single-phase systems. They are more efficient, as they can transmit more power with fewer losses. They also allow for the use of smaller and lighter conductors, as the current in each phase is lower than in a single-phase system of the same power rating.\n\nThree-phase systems are commonly used in industrial and commercial settings, as well as in some residential applications. They are used to power motors, lighting systems, and other electrical equipment, and are often found in power plants, transmission lines, and distribution systems.",1
"The start of the systematic European colonization of the Americas is typically dated to 1492, when a Spanish expedition headed by Christopher Columbus sailed for India to open trade but inadvertently discovered the Americas.",0
The Great Basin is the largest area of endorheic watersheds in North America .,0
"Il Divo is a group of four male singers: French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler .",0
"""The Rime of the Ancient Mariner"" is a poem by the English poet Samuel Taylor Coleridge. It was first published in 1798 in the volume ""Lyrical Ballads,"" which Coleridge co-wrote with William Wordsworth. The poem is known for its complex structure, vivid imagery, and use of supernatural elements. It tells the story of a sailor who is cursed after killing an albatross, and the various adventures he encounters on his journey home. ""The Rime of the Ancient Mariner"" is considered a classic of English literature and has been widely studied and analyzed by scholars and critics.",1
"Robert Clark ""Bob"" Seger (born May 6, 1945) is an American rock and roll singer-songwriter , guitarist and pianist .",0
"There are 12 troy ounces per troy pound, rather than the 16 ounces per pound found in the more common avoirdupois system .The troy ounce is 480 grains, compared with the avoirdupois ounce, which is 4371⁄2 grains.",0
"I'm sorry, but I am a language model and do not have access to current events or information about people in the present day. My training data only goes up until 2021, so I am unable to provide information about events or people after that time. If you have any other questions that I might be able to help with, please let me know.",1
"There are many different translations of the Bible, as it has been translated into hundreds of languages over the centuries. Here are a few examples of some of the more well-known translations of the Bible:\n\nKing James Version (KJV): This is a translation of the Bible that was commissioned by King James I of England in 1604 and completed in 1611. It is written in Early Modern English and is considered a classic translation that has had a significant impact on the English language.\n\nNew International Version (NIV): This is a more recent translation of the Bible that was completed in 1978. It is written in modern English and is intended to be easy to read and understand.\n\nNew Revised Standard Version (NRSV): This translation of the Bible is based on the Revised Standard Version, which was completed in 1952. It was revised in 1989 and is written in modern English.\n\nThe New American Bible (NAB): This is a Catholic translation of the Bible that was completed in 1970. It has been revised several times and is used by many Catholics around the world.\n\nThe New Jerusalem Bible (NJB): This is another Catholic translation of the Bible that was completed in 1985. It is written in modern English and is used by many Catholics around the world.\n\nThere are many other translations of the Bible available in various languages, including translations in Spanish, French, German, and many other languages.",1
"San Francisco is the fourth most populous city in California, after Los Angeles , San Diego and San Jose , and the 14th most populous city in the United States—with a population of 805,235 as of the 2010 Census.",0
"Alpha lipoic acid (ALA) and lipoic acid are both organic compounds that are similar in structure and function. Both compounds are known as ""lipoic acid,"" and the difference between them is mainly in the way they are referred to.\n\nAlpha lipoic acid is the natural form of lipoic acid found in the body, and it is an essential cofactor for several key enzymes involved in energy metabolism. Alpha lipoic acid is synthesized by the body, but it can also be obtained from dietary sources such as red meat, organ meats, and some vegetables.\n\nLipoic acid is the synthetic form of alpha lipoic acid, which is produced in a laboratory setting. It is often used as a dietary supplement because it is thought to have similar health benefits to alpha lipoic acid. Some studies have suggested that lipoic acid may be effective in the treatment of a variety of health conditions, including diabetes, nerve damage, and kidney disease.\n\nIn summary, alpha lipoic acid is the natural form of lipoic acid found in the body, while lipoic acid is the synthetic form of this compound that is used as a dietary supplement. Both compounds have similar structure and function, but alpha lipoic acid is produced naturally in the body, while lipoic acid is synthesized in a laboratory setting.",1
"Jameson Irish Whiskey is made using a blend of three types of Irish whiskey: grain whiskey, malt whiskey, and pot still whiskey. The process begins by milling and mashing the grains, which are typically barley, corn, and oats. The mashed grains are then mixed with water and yeast and allowed to ferment for several days.\n\nNext, the fermented mash is distilled in either a pot still or a column still. Pot still whiskey is made using traditional copper pot stills, while column still whiskey is made using continuous distillation in a tall, cylindrical still. The distillate is then aged in oak barrels for at least three years.\n\nOnce the whiskey has aged for the required amount of time, it is blended with other aged whiskeys to create the desired flavor profile. The blended whiskey is then bottled and shipped to market.\n\nJameson Irish Whiskey is known for its smooth, balanced flavor, which is the result of the careful selection of grains, the distillation process, and the aging in oak barrels. It is a popular choice among whiskey enthusiasts around the world.",1
"Tax deposits are formally entrusted to the Federal Old-Age and Survivors Insurance Trust Fund, the Federal Disability Insurance Trust Fund, the Federal Hospital Insurance Trust Fund, or the Federal Supplementary Medical Insurance Trust Fund which comprise the Social Security Trust Fund .",0
"Fields is currently a meteorologist for the CBS owned and operated television stations KCBS-TV and KCAL-TV in Los Angeles, California.Fields can also be heard on the radio on K-EARTH 101 KRTH , KNX-AM and KFWB in Los Angeles.",0
"The major languages are Yoruba , Hausa , Igbo , Edo , Fulfulde , Kanuri , and Ibibio .",0
"The World of Coca-Cola is a museum and attraction located in Atlanta, Georgia that showcases the history, marketing, and production of the Coca-Cola company. It was originally opened to the public in 1990, and has undergone several renovations and expansions since then. The museum features exhibits on the history of Coca-Cola, a 4D theater experience, a tasting room where visitors can sample a variety of Coca-Cola products from around the world, and a gift shop. The World of Coca-Cola is a popular tourist destination in Atlanta and attracts over two million visitors each year.",1
"The 8-track tape was invented in the mid-1960s. It was a popular format for music playback in the 1970s, but it has since been largely superseded by other formats such as cassette tapes, CDs, and digital media. The 8-track tape was developed as a way to offer a more portable and convenient alternative to vinyl records. It consisted of a continuous loop of tape divided into eight tracks, which allowed for the playback of music or other audio content. The 8-track tape was originally designed for use in automobiles, but it was also used in home stereo systems and portable players.",1
"Basque ( endonym : , ) is the ancestral language of the Basque people , who inhabit the Basque Country , a region spanning an area in northeastern Spain and southwestern France .",0
"Jackie Keith Whitley (July 1, 1954Stambler, Irwin, and Grelun Landon (2000). - Country Music: The Encyclopedia. - New York: St. Martin's Press. - p.533. - ISBN 978-0-312-26487-1.—Carlin, Richard (2003). - Country Music: A Biographical Dictionary. - New York: Routledge - p.427. - ISBN 978-0-415-93802-0.—Larkin, Colin (1995). - The Guinness Encyclopedia of Popular Music. - New York: Stockton Press - P.4462. - ISBN 978-0-85112-662-3.—Stanton, Scott (2003). - The Tombstone Tourist: Musicians. - New York: Pocket Books. - p.395. - ISBN 978-0-7434-6330-0.—Hicks, Jack. - ""Singer Keith Whitley's Memory Alive Through Songs, Love in Home Town"". - The Kentucky Post . - September 25, 1991.—""Country Music Star Keith Whitley Dead at 33"". - Lexington Herald-Leader . - May 10, 1989.——Hurst, Jack. - ""Whitley's Last Days"". - Chicago Tribune . - May 14, 1989.—""Alcohol Kills Country Singer Keith Whitley"". - United Press International . - (c/o The San Francisco Chronicle ). - May 10, 1989. — May 9, 1989), known professionally as Keith Whitley, was an American country music singer.",0
"The American Civil War began on April 12, 1861, when Confederate forces fired on Fort Sumter in South Carolina. The war lasted until April 9, 1865, when Confederate General Robert E. Lee surrendered to Union General Ulysses S. Grant at Appomattox Court House in Virginia. The Civil War was fought between the Confederate States of America, made up of 11 southern states that had seceded from the United States, and the Union, made up of 23 northern states and the federal government. The main cause of the war was the disagreement over the issue of slavery and states' rights.",1
"Mount Rushmore is a national memorial located in the Black Hills region of South Dakota, United States. The memorial features the carved faces of four former US presidents: George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln. The faces of the presidents are carved into the side of a mountain and are about 60 feet (18 meters) tall.\n\nThe site is a popular tourist destination and attracts more than two million visitors each year. Visitors can take a guided tour of the site, which includes a walk up the Presidential Trail to the base of the mountain, where they can see the carved faces up close. The site also has an amphitheater, a museum, and a gift shop.\n\nThe weather at Mount Rushmore can vary widely, with temperatures ranging from below freezing in the winter to over 100 degrees Fahrenheit (38 degrees Celsius) in the summer. It is generally cooler and less humid at Mount Rushmore than in many other parts of the United States.\n\nOverall, visiting Mount Rushmore is a unique and memorable experience. The carved faces of the presidents are a testament to the country's history and the site is a tribute to the ideals of democracy and freedom.",1
"I'm sorry, but I do not have enough information to accurately answer your question. Could you provide more context or specify which Mary Anderson you are asking about?",1
